Year;Month;Day;Period;101;102;103;104;113;118;119;122;122
2020;4;5;14;82.5;41.6;46.9;20.8;70.5;71.7;48.4;226.2;63.2
2020;4;5;15;79.9;40;39;19.9;69.7;59.5;39.1;223.8;67.2
2020;4;5;16;69.7;34.6;25.3;17.5;58.2;38.5;25.8;226.2;68.1
2020;4;5;17;42.9;20.7;8.6;11;29.6;15.7;9.3;232.2;67.8
2020;4;5;18;0;0;0;0;0;0;0;229.2;93.6
2020;4;5;19;0;0;0;0;0;0;0;229.2;98.1
2020;4;5;20;0;0;0;0;0;0;0;161.4;190.4
2020;4;5;21;0;0;0;0;0;0;0;155.4;352.5
2020;4;5;22;0;0;0;0;0;0;0;153;399.5
2020;4;5;23;0;0;0;0;0;0;0;158.4;438.9
2020;4;5;24;0;0;0;0;0;0;0;102;229.1
2020;4;6;1;0;0;0;0;0;0;0;153;151
2020;4;6;2;0;0;0;0;0;0;0;155.4;169.1
2020;4;6;3;0;0;0;0;0;0;0;155.4;110.6
2020;4;6;4;0;0;0;0;0;0;0;153;93.7
2020;4;6;5;0;0;0;0;0;0;0;235.2;126.8
2020;4;6;6;1.5;1.5;0.1;2.4;0.3;0;0;232.2;177.8
2020;4;6;7;25.3;17.4;9.1;9.5;36.2;10.1;9;232.2;349.2
2020;4;6;8;35.2;21;16.9;11.6;45.4;22.6;21;232.2;389.5
2020;4;6;9;38.9;23.7;28.3;11.3;41.9;27.6;31;232.2;206.6
2020;4;6;10;42.5;23.9;36.2;12.5;40.1;27;38.1;232.2;134.9
2020;4;6;11;46.6;28.5;38.4;13;29.1;28.3;35.8;223.8;128.7
2020;4;6;12;43.8;31.3;27;11.6;44.3;28.1;42.7;217.8;129.8
2020;4;6;13;50.4;30.6;28.2;11.9;51.7;30.1;39.3;229.2;333.5
2020;4;6;14;60.3;30.9;28.7;16.1;54;21.3;29.8;229.2;383.5
2020;4;6;15;56.9;28.7;24.3;15.2;53.7;17.1;21;229.2;260.1
2020;4;6;16;55.9;24.7;19.6;12.2;34.9;17.8;21.2;229.2;172.3
2020;4;6;17;26.7;8.5;7;6.7;20.3;5.5;7.6;229.2;283.4
2020;4;6;18;0;0;0;0;0;0;0;198;577.4
2020;4;6;19;0;0;0;0;0;0;0;229.2;379.6
2020;4;6;20;0;0;0;0;0;0;0;226.2;107.8
2020;4;6;21;0;0;0;0;0;0;0;155.4;178.7
2020;4;6;22;0;0;0;0;0;0;0;153;118.4
2020;4;6;23;0;0;0;0;0;0;0;153;46.3
2020;4;6;24;0;0;0;0;0;0;0;105;152.1
2020;4;7;1;0;0;0;0;0;0;0;153;332.6
2020;4;7;2;0;0;0;0;0;0;0;158.4;186.6
2020;4;7;3;0;0;0;0;0;0;0;153;24.7
2020;4;7;4;0;0;0;0;0;0;0;153;45
2020;4;7;5;0;0;0;0;0;0;0;189.6;12.8
2020;4;7;6;4.3;4.8;0;0.9;0;0;0.1;229.2;0.4
2020;4;7;7;38;21.7;7.4;10.1;19.1;6.9;9.3;235.2;1.9
2020;4;7;8;40.2;24.4;9.1;10.1;8.4;9.6;20.2;229.2;1.9
2020;4;7;9;35.5;19.5;8.5;3.7;14.9;20.3;31.7;229.2;0
2020;4;7;10;38.6;26.1;29;5;1.9;20.5;37.9;229.2;0
2020;4;7;11;29.1;28.4;42.3;10.1;3.5;21.7;46.8;235.2;0
2020;4;7;12;24.8;23.6;10.7;6.7;4;23.4;52.2;229.2;7.2
2020;4;7;13;16;9.4;2.3;1;2.9;27.4;53.7;232.2;3.8
2020;4;7;14;13.6;8.6;12;0.4;1.4;20.2;48.7;232.2;10
2020;4;7;15;1;3.5;10.8;0.1;12;18.4;38;232.2;14.9
2020;4;7;16;66.6;33.1;15.8;16.9;49.3;10.3;24.2;235.2;11.2
2020;4;7;17;37;18.9;1.5;10.7;28.6;2.6;9.2;229.2;27.4
2020;4;7;18;0;0;0;0;0;0;0;235.2;35.2
2020;4;7;19;0;0;0;0;0;0;0;212.4;42.9
2020;4;7;20;0;0;0;0;0;0;0;158.4;17.4
2020;4;7;21;0;0;0;0;0;0;0;150;72.6
2020;4;7;22;0;0;0;0;0;0;0;144.6;62.7
2020;4;7;23;0;0;0;0;0;0;0;153;31.5
2020;4;7;24;0;0;0;0;0;0;0;153;124.8
2020;4;8;1;0;0;0;0;0;0;0;155.4;96.4
2020;4;8;2;0;0;0;0;0;0;0;153;65.7
2020;4;8;3;0;0;0;0;0;0;0;155.4;19.6
2020;4;8;4;0;0;0;0;0;0;0;153;22.4
2020;4;8;5;0;0;0;0;0;0;0;166.8;11.3
2020;4;8;6;0;0;0.1;0;11.1;0;0.1;229.2;31.7
2020;4;8;7;34.7;0;11;0;47.3;10.4;10.4;237.6;1.2
2020;4;8;8;74.7;32.8;26.3;20.3;66.9;28.8;25.5;229.2;0
2020;4;8;9;91.5;45.2;41.6;22.8;74.7;41.6;39.5;232.2;54.3
2020;4;8;10;92.6;45.6;50.4;22.8;60.5;47.5;49.6;232.2;74.5
2020;4;8;11;91.6;44.9;56.9;17.8;27;46.9;55.2;229.2;120.7
2020;4;8;12;77.5;46;58.5;18.7;31.4;48.5;60.4;235.2;184.1
2020;4;8;13;69.6;44.7;56.8;11;12.4;53.4;50.1;229.2;154
2020;4;8;14;62.1;44;51.6;20.2;19;45.1;52.2;235.2;218.7
2020;4;8;15;47;39.3;40.2;9.1;40.4;37.3;41.3;229.2;233.8
2020;4;8;16;27.2;30.6;27.1;7.6;19.4;24.7;28.1;214.8;302.1
2020;4;8;17;29.1;8.8;9.6;2.1;30.2;9.7;10.1;155.4;366.3
2020;4;8;18;0;0;0;0;0;0;0;34.2;582.7
2020;4;8;19;0;0;0;0;0;0;0;76.2;637.5
2020;4;8;20;0;0;0;0;0;0;0;79.2;670.3
2020;4;8;21;0;0;0;0;0;0;0;76.2;674.7
2020;4;8;22;0;0;0;0;0;0;0;76.2;674
2020;4;8;23;0;0;0;0;0;0;0;79.2;687.3
2020;4;8;24;0;0;0;0;0;0;0;76.2;688.7
2020;4;9;1;0;0;0;0;0;0;0;79.2;689.7
2020;4;9;2;0;0;0;0;0;0;0;76.2;679.6
2020;4;9;3;0;0;0;0;0;0;0;79.2;673.7
2020;4;9;4;0;0;0;0;0;0;0;82.2;686.8
2020;4;9;5;0;0;0;0;0;0;0;164.4;697.8
2020;4;9;6;29.3;14.3;0.2;7.5;13;0;0.2;229.2;704.7
2020;4;9;7;63.9;31.7;11.2;16.4;47;9.3;10.7;232.2;705.6
2020;4;9;8;79.3;39;26.5;20;68.2;22.3;25.3;232.2;710.3
2020;4;9;9;86.2;43.1;38.9;21.9;73.4;35.3;39.4;229.2;712
2020;4;9;10;86.8;41.7;48.7;22.6;78.3;45.8;48.2;232.2;711.5
2020;4;9;11;85.9;41.6;53.8;21.9;78.7;51;51.3;235.2;710.4
2020;4;9;12;88.1;43.5;55.2;22.3;77.7;75.5;55;229.2;701
2020;4;9;13;86.9;43.4;51.3;22.3;73.3;77.9;53.8;235.2;690.9
2020;4;9;14;86.2;42.1;49.2;22.1;76.1;72.7;49.2;229.2;681.9
2020;4;9;15;86.5;42.5;42;21.6;76.3;62.8;42.9;235.2;657.8
2020;4;9;16;73.1;35.8;26.4;18.5;61.4;40.9;27.3;229.2;577.9
2020;4;9;17;45.9;21.6;9.4;12;32.7;16.8;10;226.2;498.6
2020;4;9;18;0;0;0;0;0;0;0;220.8;320.1
2020;4;9;19;0;0;0;0;0;0;0;172.8;264.3
2020;4;9;20;0;0;0;0;0;0;0;147;244.2
2020;4;9;21;0;0;0;0;0;0;0;127.2;303
2020;4;9;22;0;0;0;0;0;0;0;73.8;239.1
2020;4;9;23;0;0;0;0;0;0;0;73.8;151.7
2020;4;9;24;0;0;0;0;0;0;0;76.2;62.3
2020;4;10;1;0;0;0;0;0;0;0;73.8;80.2
2020;4;10;2;0;0;0;0;0;0;0;76.2;12.2
2020;4;10;3;0;0;0;0;0;0;0;79.2;0
2020;4;10;4;0;0;0;0;0;0;0;150;0
2020;4;10;5;0;0;0;0;0;0;0;150;0.2
2020;4;10;6;30.5;15.7;0.2;7.7;13.3;0;0.1;223.8;5
2020;4;10;7;62.9;31.4;11.4;16.2;46.3;14.5;10.7;217.8;1.6
2020;4;10;8;78.2;39;25.8;19.7;66.7;35.4;24.6;217.8;1.2
2020;4;10;9;83;40.2;38.5;21.4;73.2;55.8;38.7;220.8;0.3
2020;4;10;10;84.4;41.8;46.7;21.4;76.1;70;48.7;217.8;0
2020;4;10;11;86.1;42.8;53.1;21.4;76.7;76.9;53.9;217.8;0
2020;4;10;12;85.7;42.5;55.5;21.3;78;80.7;55.8;220.8;6.7
2020;4;10;13;82.4;40.4;53.1;20.6;76;80.4;54.3;217.8;28.7
2020;4;10;14;81.1;38.9;48.8;20.5;73.2;73.3;49.1;214.8;71.8
2020;4;10;15;82.4;40.8;39.8;20.9;71.8;61.1;40.5;214.8;81.4
2020;4;10;16;70.7;34.9;25.6;18;62.9;40.5;27.7;212.4;49.2
2020;4;10;17;44.8;21.5;9.3;11.6;32.5;16.6;10;212.4;61
2020;4;10;18;0;0;0;0;0;0;0;220.8;42.8
2020;4;10;19;0;0;0;0;0;0;0;214.8;11.1
2020;4;10;20;0;0;0;0;0;0;0;212.4;28.1
2020;4;10;21;0;0;0;0;0;0;0;147;29.1
2020;4;10;22;0;0;0;0;0;0;0;138.6;157.3
2020;4;10;23;0;0;0;0;0;0;0;76.2;287.1
2020;4;10;24;0;0;0;0;0;0;0;73.8;391
2020;4;11;1;0;0;0;0;0;0;0;79.2;500.5
2020;4;11;2;0;0;0;0;0;0;0;76.2;525.2
2020;4;11;3;0;0;0;0;0;0;0;79.2;518
2020;4;11;4;0;0;0;0;0;0;0;85.2;482.5
2020;4;11;5;0;0;0;0;0;0;0;153;287
2020;4;11;6;29.5;15.4;0.2;7.8;13.7;0;0.1;147;67.9
2020;4;11;7;62.5;31.3;11.4;16.1;49.5;14.6;10.7;155.4;15.6
2020;4;11;8;76.5;38.1;25.9;18.9;65.1;36.1;25.6;226.2;59.4
2020;4;11;9;82.2;40.8;38.8;20.5;73.4;55.8;39.2;223.8;0.7
2020;4;11;10;82.6;42.2;44.8;20.2;76;68.9;46.7;229.2;0.8
2020;4;11;11;82.4;41.5;48.6;21;78.1;77.9;52.2;232.2;141.6
2020;4;11;12;82;41.6;50;20.6;77.4;80.3;52.7;223.8;288
2020;4;11;13;81.1;40.8;48.9;20.5;76.6;79.4;52.6;229.2;534.2
2020;4;11;14;78.6;38.7;46.9;19.3;75.4;72.7;48;223.8;430.8
2020;4;11;15;80.2;39.9;39.2;19.9;69.2;60.7;40.2;226.2;585.5
2020;4;11;16;70.2;34.4;25.8;17.6;60.2;40.8;26.7;226.2;613.4
2020;4;11;17;45.1;21.7;9.3;11.6;32.6;16.6;9.9;217.8;369.7
2020;4;11;18;0;0;0;0;0;0;0;212.4;184
2020;4;11;19;0;0;0;0;0;0;0;214.8;93.7
2020;4;11;20;0;0;0;0;0;0;0;214.8;171.4
2020;4;11;21;0;0;0;0;0;0;0;214.8;149.1
2020;4;11;22;0;0;0;0;0;0;0;212.4;231.8
2020;4;11;23;0;0;0;0;0;0;0;166.8;435.4
2020;4;11;24;0;0;0;0;0;0;0;153;423.8
2020;4;12;1;0;0;0;0;0;0;0;150;482.8
2020;4;12;2;0;0;0;0;0;0;0;155.4;343.1
2020;4;12;3;0;0;0;0;0;0;0;155.4;277.8
2020;4;12;4;0;0;0;0;0;0;0;166.8;203.9
2020;4;12;5;0;0;0;0;0;0;0;229.2;152.2
2020;4;12;6;29.5;15.8;0.2;8;23.2;0;0.2;229.2;251
2020;4;12;7;63.1;32.3;11.5;16.4;50.4;14.7;11.1;229.2;413.2
2020;4;12;8;78.7;37.7;26.3;19;66.7;35.9;25.6;229.2;462.2
2020;4;12;9;84.9;41.3;39.4;20.6;74.2;56;38.9;229.2;275.7
2020;4;12;10;85.3;42.3;47.3;21.2;77.5;70.2;48.1;229.2;219
2020;4;12;11;84.9;41.4;52.1;20.8;79.7;76.9;50.6;229.2;114.6
2020;4;12;12;85.3;41.2;54.7;20.6;79.8;81.2;54.5;229.2;28
2020;4;12;13;85.7;41.4;53.8;20.8;78;79.5;53.2;232.2;57.6
2020;4;12;14;84.6;40.1;48.9;20.2;75.8;71.9;47.3;229.2;34.6
2020;4;12;15;80.6;39.7;39.4;20;71.9;59.6;39;229.2;0
2020;4;12;16;72.6;34.9;26.1;17.8;61.8;41.7;27.3;226.2;0.1
2020;4;12;17;47;22;9.4;11.8;33.5;17.5;10.3;229.2;0
2020;4;12;18;0;0;0;0;0;0;0;226.2;0
2020;4;12;19;0;0;0;0;0;0;0;229.2;16.4
2020;4;12;20;0;0;0;0;0;0;0;226.2;0
2020;4;12;21;0;0;0;0;0;0;0;226.2;0
2020;4;12;22;0;0;0;0;0;0;0;226.2;48
2020;4;12;23;0;0;0;0;0;0;0;229.2;1.7
2020;4;12;24;0;0;0;0;0;0;0;226.2;39.3
2020;4;13;1;0;0;0;0;0;0;0;214.8;56.2
2020;4;13;2;0;0;0;0;0;0;0;223.8;89.1
2020;4;13;3;0;0;0;0;0;0;0;226.2;2.7
2020;4;13;4;0;0;0;0;0;0;0;223.8;0
2020;4;13;5;0;0;0;0;0;0;0;223.8;0
2020;4;13;6;30.9;15.6;0.3;8.1;24.1;0;0.2;226.2;44.3
2020;4;13;7;65.3;32.6;11.8;16.9;51.5;11.9;11.3;220.8;56.5
2020;4;13;8;80.6;40.1;26.3;20.6;69.5;32.1;25.2;229.2;129.8
2020;4;13;9;85.8;42.7;38.4;22.3;76.6;37.8;38.5;229.2;182.7
2020;4;13;10;87.4;42.3;49.3;22.5;80.4;41.6;45.8;232.2;171.5
2020;4;13;11;86.9;41;55.8;22.6;77.9;59.4;28.8;229.2;193.7
2020;4;13;12;88.2;43;56.8;22.4;75.3;66.8;35.6;226.2;173
2020;4;13;13;87.4;43.5;55.7;22;78.2;69.8;51.2;232.2;158.7
2020;4;13;14;86.1;42.2;49.5;21.1;76.1;60;49.5;229.2;184.9
2020;4;13;15;81.4;38.3;39.5;19.3;71.6;49.8;41.2;232.2;237
2020;4;13;16;72.6;35.3;26.6;18.1;62.5;38.6;27.7;226.2;136.1
2020;4;13;17;47.5;22.8;9.7;12.2;34.3;15.2;10.3;229.2;143.4
2020;4;13;18;0;0;0;0;0;0;0;229.2;6.9
2020;4;13;19;0;0;0;0;0;0;0;229.2;0
2020;4;13;20;0;0;0;0;0;0;0;232.2;8.9
2020;4;13;21;0;0;0;0;0;0;0;223.8;34.2
2020;4;13;22;0;0;0;0;0;0;0;226.2;57.1
2020;4;13;23;0;0;0;0;0;0;0;229.2;31.2
2020;4;13;24;0;0;0;0;0;0;0;229.2;1.4
2020;4;14;1;0;0;0;0;0;0;0;220.8;0
2020;4;14;2;0;0;0;0;0;0;0;220.8;0.7
2020;4;14;3;0;0;0;0;0;0;0;223.8;30
2020;4;14;4;0;0;0;0;0;0;0;223.8;0
2020;4;14;5;0;0;0;0;0;0;0;220.8;1.2
2020;4;14;6;31.6;16;0.1;8.2;23.8;0;0.3;220.8;20.2
2020;4;14;7;59.2;29.6;11.7;15;39.9;11;10.8;229.2;44.7
2020;4;14;8;73.2;38;24.7;18.2;56;26.6;24.8;229.2;34.3
2020;4;14;9;80.6;41.6;36.3;20.6;63.1;42;36.4;226.2;11.1
2020;4;14;10;82.9;41.4;44.8;20.6;64.3;55.2;44.1;232.2;4.2
2020;4;14;11;82.3;41.8;44.6;20.4;68.4;61.6;44.5;229.2;5.8
2020;4;14;12;76.1;38.5;43.7;19.1;69.7;56.2;51.3;232.2;3.3
2020;4;14;13;76.7;38.5;41.6;19.5;71.7;55.2;50.7;226.2;1
2020;4;14;14;76.1;38.5;39.8;19.6;66.5;52.9;44.5;232.2;30.2
2020;4;14;15;74.3;38;36.4;19.3;52.6;49.5;35;226.2;14.7
2020;4;14;16;52.3;30.2;19.7;14.3;49.1;33.3;24.2;232.2;8.2
2020;4;14;17;28.8;16.7;8.3;8;26;14.5;9.6;232.2;1.6
2020;4;14;18;0;0;0;0;0;0;0;220.8;0.9
2020;4;14;19;0;0;0;0;0;0;0;223.8;6.5
2020;4;14;20;0;0;0;0;0;0;0;212.4;37.7
2020;4;14;21;0;0;0;0;0;0;0;144.6;138.3
2020;4;14;22;0;0;0;0;0;0;0;144.6;244.4
2020;4;14;23;0;0;0;0;0;0;0;147;272.7
2020;4;14;24;0;0;0;0;0;0;0;144.6;240.9
2020;4;15;1;0;0;0;0;0;0;0;166.8;304.1
2020;4;15;2;0;0;0;0;0;0;0;164.4;404.1
2020;4;15;3;0;0;0;0;0;0;0;166.8;474.3
2020;4;15;4;0;0;0;0;0;0;0;169.8;532.1
2020;4;15;5;0;0;0;0;0;0;0;181.2;582.4
2020;4;15;6;34.1;17.6;0.1;8.2;25.5;0.2;0.1;229.2;470.4
2020;4;15;7;63.1;32;11.8;15.7;51.3;15.6;11.4;229.2;468.9
2020;4;15;8;75.5;38.2;25.3;18.8;67;36;25.8;235.2;519.4
2020;4;15;9;82.6;40.9;38.3;21.2;73.5;55.7;39.3;232.2;410.3
2020;4;15;10;84.9;42.3;47.6;20.8;75.5;69.8;48.1;229.2;279.7
2020;4;15;11;84.9;41.8;53.3;21.1;75.2;77.9;53.4;232.2;328.9
2020;4;15;12;84.2;41.6;53.2;21.4;77.8;81.4;56.1;226.2;279.5
2020;4;15;13;82.1;40.6;52;20.4;77;79.2;54.7;229.2;139.8
2020;4;15;14;80.2;38.9;47.2;20.2;73.7;72;49.5;226.2;67.5
2020;4;15;15;79;38.3;38.8;19.4;70.9;59.1;39.9;232.2;65.5
2020;4;15;16;68.4;33.9;24.8;16.8;60.4;40.9;26.5;229.2;155.3
2020;4;15;17;45.1;21.9;9.3;11.4;33.4;17.5;10.2;223.8;130.1
2020;4;15;18;0;0;0;0;0;0;0;223.8;82.9
2020;4;15;19;0;0;0;0;0;0;0;138.6;139.7
2020;4;15;20;0;0;0;0;0;0;0;73.8;199.6
2020;4;15;21;0;0;0;0;0;0;0;76.2;391.3
2020;4;15;22;0;0;0;0;0;0;0;73.8;454.4
2020;4;15;23;0;0;0;0;0;0;0;79.2;453.1
2020;4;15;24;0;0;0;0;0;0;0;76.2;510.5
2020;4;16;1;0;0;0;0;0;0;0;73.8;468.9
2020;4;16;2;0;0;0;0;0;0;0;76.2;433.8
2020;4;16;3;0;0;0;0;0;0;0;76.2;542.7
2020;4;16;4;0;0;0;0;0;0;0;107.4;544.6
2020;4;16;5;0;0;0;0;0;0;0;232.2;545.3
2020;4;16;6;34.4;17.8;0.1;8.2;24.9;0.3;0.1;229.2;573.3
2020;4;16;7;63;31.9;10.9;15.9;50.6;15.3;10.7;237.6;617.9
2020;4;16;8;75.8;38.3;25.1;19.2;62.2;35.9;25.4;229.2;669.8
2020;4;16;9;80.3;41.4;35.8;20;67.5;54.2;37.8;232.2;436.9
2020;4;16;10;80.5;40.9;43.7;20;68.6;65.9;45.1;220.8;428.5
2020;4;16;11;80.4;41.1;47;20.2;70.2;75.6;51.5;226.2;374
2020;4;16;12;80.6;39.8;50.8;20.8;69.2;79.5;54.1;229.2;359.5
2020;4;16;13;81;40.5;50;20.3;72.6;77.2;52.4;229.2;325.7
2020;4;16;14;79.7;40;45.2;19.7;72.2;70.3;47.5;229.2;298.1
2020;4;16;15;76;37.8;37.8;18.4;70.2;59.3;39.4;229.2;379.7
2020;4;16;16;66.8;32.2;24.6;17.3;57.9;40.1;25.7;226.2;367.7
2020;4;16;17;39.3;18;9.2;10.8;32.3;17.3;10;226.2;224.4
2020;4;16;18;0;0;0;0;0;0;0;226.2;225.4
2020;4;16;19;0;0;0;0;0;0;0;150;153
2020;4;16;20;0;0;0;0;0;0;0;147;46.8
2020;4;16;21;0;0;0;0;0;0;0;147;21.7
2020;4;16;22;0;0;0;0;0;0;0;150;1
2020;4;16;23;0;0;0;0;0;0;0;102;9
2020;4;16;24;0;0;0;0;0;0;0;76.2;9.7
2020;4;17;1;0;0;0;0;0;0;0;76.2;78.6
2020;4;17;2;0;0;0;0;0;0;0;73.8;105.7
2020;4;17;3;0;0;0;0;0;0;0;76.2;130.8
2020;4;17;4;0;0;0;0;0;0;0;147;144
2020;4;17;5;0;0;0;0;0;0;0;155.4;295.8
2020;4;17;6;8.1;3.6;0.1;0;10.9;0.2;0;155.4;431.4
2020;4;17;7;13.6;6.8;9.1;4.9;18.6;15.1;10.6;161.4;314.7
2020;4;17;8;20.9;8.3;19.2;4.8;38.3;34.4;20.9;232.2;289.4
2020;4;17;9;69.8;29.2;29.7;11.9;65.2;51.3;31.2;232.2;129.9
2020;4;17;10;79.7;36.8;36.9;18;43.2;67.6;36.1;232.2;285
2020;4;17;11;61.7;38.9;42.8;15.1;40.3;68.3;56.5;235.2;307.1
2020;4;17;12;62.8;40;59.1;12.6;24;57.7;59.4;232.2;365.3
2020;4;17;13;83.6;42.9;58.2;20.4;79.1;55.8;57.5;232.2;383.2
2020;4;17;14;87.3;43.6;51.5;21.8;78.4;59.7;52.1;232.2;424.4
2020;4;17;15;78.8;39.2;38.6;20.2;70.2;55.7;40.1;235.2;467.6
2020;4;17;16;4.3;22.2;27;0;58.3;27.2;28.1;232.2;526.4
2020;4;17;17;3.7;0;10.1;0;35;10.5;10.8;229.2;464.2
2020;4;17;18;0;0;0;0;0;0;0;195;412.9
2020;4;17;19;0;0;0;0;0;0;0;155.4;438.7
2020;4;17;20;0;0;0;0;0;0;0;153;521.6
2020;4;17;21;0;0;0;0;0;0;0;147;496.6
2020;4;17;22;0;0;0;0;0;0;0;73.8;582.1
2020;4;17;23;0;0;0;0;0;0;0;76.2;602.4
2020;4;17;24;0;0;0;0;0;0;0;76.2;630
2020;4;18;1;0;0;0;0;0;0;0;76.2;529.4
2020;4;18;2;0;0;0;0;0;0;0;76.2;493.8
2020;4;18;3;0;0;0;0;0;0;0;76.2;497.5
2020;4;18;4;0;0;0;0;0;0;0;76.2;386.3
2020;4;18;5;0;0;0;0;0;0;0;79.2;285.9
2020;4;18;6;37;18.8;0.2;8.7;27.4;0;0.1;153;191.8
2020;4;18;7;66.7;32.8;11.9;16.8;51.8;10.1;11.1;164.4;67.6
2020;4;18;8;78.8;40.7;26.7;20.5;68.4;23.5;26.6;229.2;20.5
2020;4;18;9;87;44;40.3;22;76.3;35.4;39.1;232.2;1.2
2020;4;18;10;89;45.4;49.1;22.4;78.5;44.8;48.2;232.2;8.1
2020;4;18;11;88.2;45.5;52.8;22.1;78.8;53.5;53.4;229.2;6.4
2020;4;18;12;87.2;43.7;54.9;22;76.8;55.3;55.6;235.2;70.4
2020;4;18;13;87.7;43.4;54.3;22.1;75.9;55.3;54.3;229.2;68.7
2020;4;18;14;85.6;43.2;49;22;75.6;51.6;49.2;232.2;55.2
2020;4;18;15;84;41.7;41.3;21.1;73.3;43.4;41.9;229.2;61.3
2020;4;18;16;72.3;36.1;26.5;18.5;61;31.8;27.5;229.2;140.4
2020;4;18;17;47.7;23.4;9.9;12.4;34.5;12.5;10.7;226.2;380
2020;4;18;18;0;0;0;0;0;0;0;204;294.2
2020;4;18;19;0;0;0;0;0;0;0;113.4;447
2020;4;18;20;0;0;0;0;0;0;0;85.2;244.3
2020;4;18;21;0;0;0;0;0;0;0;76.2;591.8
2020;4;18;22;0;0;0;0;0;0;0;79.2;405.3
2020;4;18;23;0;0;0;0;0;0;0;76.2;668.6
2020;4;18;24;0;0;0;0;0;0;0;76.2;625.1
2020;4;19;1;0;0;0;0;0;0;0;79.2;704.5
2020;4;19;2;0;0;0;0;0;0;0;79.2;708.1
2020;4;19;3;0;0;0;0;0;0;0;79.2;712.9
2020;4;19;4;0;0;0;0;0;0;0;158.4;700.5
2020;4;19;5;0;0;0;0;0;0;0;229.2;632.1
2020;4;19;6;32.7;18.2;0.2;9.2;27.3;0;0.1;229.2;533.6
2020;4;19;7;65.5;33.4;11.8;17;52.5;10.9;11.3;237.6;506.3
2020;4;19;8;79.9;38;27.3;19.1;68.6;27.2;26.9;229.2;635.5
2020;4;19;9;85.6;40.1;40.6;20.2;76;40.6;39.4;235.2;551.5
2020;4;19;10;87.8;43.1;49;21.8;78;53.6;46;229.2;215.2
2020;4;19;11;88.5;43.9;54.7;22.1;77.8;73;52.6;232.2;93.5
2020;4;19;12;87.5;42.5;56.3;21.5;76.8;78.7;51.6;232.2;1.7
2020;4;19;13;86.8;42.9;54.1;21.7;76.8;78.9;52.3;232.2;0
2020;4;19;14;86.7;42.8;49.4;21.6;75.2;72.8;48.7;229.2;0
2020;4;19;15;82.3;41;39.8;20.7;71;60.7;40.5;232.2;9.3
2020;4;19;16;73.5;36.1;26.5;18.5;61;37.3;27.6;229.2;0
2020;4;19;17;49.2;23.6;10;12.6;34.8;15.6;10.8;232.2;0
2020;4;19;18;0;0;0;0;0;0;0;232.2;0
2020;4;19;19;0;0;0;0;0;0;0;229.2;0
2020;4;19;20;0;0;0;0;0;0;0;217.8;0
2020;4;19;21;0;0;0;0;0;0;0;133.2;0
2020;4;19;22;0;0;0;0;0;0;0;93.6;0
2020;4;19;23;0;0;0;0;0;0;0;76.2;0
2020;4;19;24;0;0;0;0;0;0;0;82.2;0
2020;4;20;1;0;0;0;0;0;0;0;82.2;0.2
2020;4;20;2;0;0;0;0;0;0;0;79.2;158.7
2020;4;20;3;0;0;0;0;0;0;0;141.6;388.8
2020;4;20;4;0;0;0;0;0;0;0;232.2;279
2020;4;20;5;0;0;0;0;0;0;0;229.2;296
2020;4;20;6;34.1;18.4;0.2;9.3;29.4;0;0.1;235.2;505
2020;4;20;7;67.1;33.3;12.2;17.1;54.9;13.3;11.6;232.2;519.1
2020;4;20;8;80.4;40.5;26.9;20.5;72;33.1;27.6;235.2;517.8
2020;4;20;9;86.9;43.4;40.4;22.1;79.3;51.2;41.3;232.2;394.7
2020;4;20;10;87.8;44;47.6;22.4;81.5;67.1;50.7;223.8;493.5
2020;4;20;11;86.9;43.7;52;22.3;82.1;81.4;55.5;220.8;435.6
2020;4;20;12;86.7;43.1;54.5;22.2;80.1;84.9;56.5;226.2;333.7
2020;4;20;13;86.3;42.7;51.9;22.7;79.2;81.3;53.9;229.2;446.8
2020;4;20;14;85.9;42.7;48.5;21.8;76.6;74.4;49.1;232.2;431.1
2020;4;20;15;83.2;40.4;40.2;20.5;72.2;62.4;41.3;229.2;408.3
2020;4;20;16;73.2;35.9;26.6;18.4;61.4;42.7;27.4;232.2;364.9
2020;4;20;17;49.4;23.8;10.2;12.6;36;18.5;10.8;229.2;425.7
2020;4;20;18;0;0;0;0;0;0;0;232.2;262.9
2020;4;20;19;0;0;0;0;0;0;0;229.2;238.9
2020;4;20;20;0;0;0;0;0;0;0;229.2;222.8
2020;4;20;21;0;0;0;0;0;0;0;204;264.7
2020;4;20;22;0;0;0;0;0;0;0;153;291.1
2020;4;20;23;0;0;0;0;0;0;0;76.2;200.7
2020;4;20;24;0;0;0;0;0;0;0;59.4;178.3
2020;4;21;1;0;0;0;0;0;0;0;76.2;198.2
2020;4;21;2;0;0;0;0;0;0;0;99;247.2
2020;4;21;3;0;0;0;0;0;0;0;153;121
2020;4;21;4;0;0;0;0;0;0;0;217.8;120.3
2020;4;21;5;0;0;0;0;0;0;0;235.2;54.4
2020;4;21;6;34.8;18.2;0.2;9.6;30.4;0;0.2;232.2;14.8
2020;4;21;7;66.4;31.9;12.3;17.2;56.5;16.5;11.5;229.2;9.5
2020;4;21;8;79.4;37.9;28.2;20.3;73.4;38.5;26.9;235.2;33.8
2020;4;21;9;86.7;42.6;41.9;21.5;80.2;57.5;39.3;229.2;0
2020;4;21;10;87.5;43.3;50.4;21.4;82.2;69.5;46.1;229.2;0.4
